,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,oge_id,case_id,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,serialid_x,nname_x,nzip,snum_x,Unnamed: 0_y,dba,location_address,location_city,location_zip_code,district,county_number,county_name,license_type_code,license_number,inspection_number,visit_number,inspection_class,inspection_type,inspection_disposition,inspection_date,number_of_critical_violations,number_of_noncritical_violations,number_of_total_violations,number_of_high_priority_violations,number_of_intermediate_violations,number_of_basic_violations,pda_status,approved_source,original_container,time_and_temperature_control,facilities_to_maintain_ph_tcs,food_and_food_equipment_thermometers,ph_tcs_foods_properly_thawed,unwrapped_or_ph_tcs_food_not_re_served,food_protection_cross_contamination,bare_hand_contact_with_rte_food_aop,in_use_food_dispensing_utensils,employee_health_knowledge,hands_washed_and_clean,clean_clothes_hair_restraints,food_contact_and_nonfood_contact,violation15,dishwashing_facilities,violation17,violation18,violation19,violation20,wiping_cloths_clean_and_soiled_linens,food_contact_surfaces_clean,non_food_contact_surfaces_clean,storage_handling_of_clean_equipment,single_service_and_single_use_items,violation26,water_source_safe_hot,sewage_and_wastewater,plumbing_installed,violation30,handwash_sinks,bathrooms,garbage_and_refuse,violation34,no_presence_or_breeding_of_pests,floors_walls_ceilings,violation37,lighting_provided_as_required,violation39,employee_personal_belongings,chemicals_toxic_substances,cleaning_and_maintenance_equip,complete_separation_from_living_area,violation44,fire_extinguishing_equipment,exits_not_blocked_or_locked,electrical_wiring_outlets_in_good_repair,gas_appliances_boiler_certificate,flammable_combustible_materials,current_license_properly_displayed,other_conditions_sanitary_and_safe_operation,misrepresentation_misbranding,food_management_certification_valid,florida_clean_indoor_air_act,automatic_gratuity_notice,violation56,violation57,violation58,license_id,inspection_visit_id,serialid_y,id,nname_y,snum_y,score,jw,match
466407,466407,466407,14153,Subway #1581 - Greenacres,Danica Management Company,6093 Lake Worth Rd.,Lake Worth,FL,33463.0,72221.0,11993,1548638,Limited-Service Eating Places,4,0.0,3,270.46,3,2007-04-08,2009-04-04,4,,270.46,3,0.0,270.46,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,11994,subway #1581 - greenacres,33463,6093,44144,SUBWAY #1581,6093 LAKEWORTH RD,GREENACRES,33463,D2,60,Palm Beach,2010,6011358,2407985,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-08-14,,,4,0.0,3.0,1.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3588599,5303577,33216,33215,subway #1581,6093,20.272238634675556,0.8959999999999999,1
466799,466799,466799,16546,Z.K. New China Buffet Inc.,New China Buffet,5841  Lake Worth Road,Lake Worth,FL,33463.0,722110.0,200216,1520576,Full-Service Restaurants,18,0.0,14,99334.68,14,2006-08-08,2008-08-07,18,,99334.68,14,18.74,99315.94,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,200217,z.k. new china buffet inc.,33463,5841,32689,NEW CHINA BUFFET,5841 LAKE WORTH RD,GREENACRES,33463,D2,60,Palm Beach,2010,6012010,2485951,1,Food,Complaint Full,Inspection Completed - No Further Action,2015-06-09,,,14,4.0,2.0,8.0,Y,2,0,2,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230262,5572218,33637,33636,new china buffet,5841,20.272238634675556,0.7676282051282052,1
467095,467095,467095,4439,Dick's Wings,"LB Restaurants of North Florida, Inc.",1610 West University Blvd,Jacksonville,FL,32217.0,72211.0,140244,1414012,Full-Service Restaurants,6,0.0,5,210.63,5,2003-09-07,2005-09-06,6,,210.63,5,0.0,210.63,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,140245,dick's wings,32217,1610,13536,DICK'S WINGS & GRILL,1610 UNIVERSITY BLVD W,JACKSONVILLE,32217,D5,26,Duval,2010,2613355,2423565,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-10-07,,,8,0.0,1.0,7.0,Y,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5540944,5326380,95961,95960,dick's wings & grill,1610,29.237460949834105,0.92,1
467282,467282,467282,5180,"Epping Forest Yacht Club, Inc.",Gate Hospitality Group,1830 Epping Forest Drive,Jacksonville,FL,32217.0,72211.0,203824,1730943,Full-Service Restaurants,38,12400.0,33,1740.0,29,2012-08-26,2014-08-24,30,,1740.0,29,1740.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,4,12400.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,203825,"epping forest yacht club, inc.",32217,1830,16170,EPPING FOREST YACHT CLUB,1830 EPPING FOREST DR,JACKSONVILLE,32217-2645,D5,26,Duval,2010,2609571,2436100,2,Food,Routine - Food,Call Back - Complied,2015-06-09,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4464117,5570917,93847,93846,epping forest yacht club,1830,29.237460949834105,0.96,1
467348,467348,467348,6285,Gene's Seafood,"Gene's Seafood of Lakewood, Inc.","1571 University Blvd., #395",Jacksonville,FL,32217.0,72211.0,187242,1478643,Full-Service Restaurants,25,12650.0,23,10358.15,23,2005-09-11,2007-06-17,24,RW,10358.15,23,1070.65,9287.5,0.0,12650.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,187243,gene's seafood,32217,1571,18627,GENES SEAFOOD AT UNIVERSITY BLVD,1571 UNIVERSITY BLVD W,JACKSONVILLE,32217,D5,26,Duval,2010,2612316,2436095,1,Food,Routine - Food,Warning Issued,2015-03-16,,,28,6.0,4.0,18.0,Y,1,1,1,0,0,0,0,4,0,2,0,0,0,4,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4378946,5363765,94781,94780,genes seafood at university blvd,1571,20.272238634675556,0.8669642857142859,1
467802,467802,467802,13004,San Jose Country Club,San Jose Country Club,7529 San Jose Boulevard,Jacksonville,FL,32217.0,713910.0,190954,1496313,Golf Courses and Country Clubs,36,0.0,27,7593.24,27,2006-02-03,2008-02-03,36,,7593.24,27,1105.22,6488.02,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,190955,san jose country club,32217,7529,40539,SAN JOSE CO CLUB D R,7529 SAN JOSE BLVD,JACKSONVILLE,322173524,D5,26,Duval,2010,2600573,2453881,1,Food,Routine - Food,Warning Issued,2015-05-26,,,13,2.0,4.0,7.0,Y,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173788,5423475,93101,93100,san jose co club d r,7529,20.272238634675556,0.8966106442577031,1
467936,467936,467936,16456,Woody Bar-B-Q  (141),"Woody's Bar B-Q Inc.,  II",5930 Powers Avenue,Jacksonville,FL,32217.0,72211.0,133732,1412278,Full-Service Restaurants,1,0.0,1,2403.48,1,2003-06-25,2005-06-24,1,,2403.48,1,0.0,2403.48,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,133733,woody bar-b-q  (141),32217,5930,52807,WOODY'S BAR BQ,5930 POWERS AVE,JACKSONVILLE,32217,D5,26,Duval,2010,2614248,2460665,2,Food,Routine - Food,Call Back - Complied,2015-06-16,,,5,0.0,0.0,5.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5734913,5577572,97085,97084,woody's bar bq,5930,20.272238634675556,0.8664285714285714,1
468143,468143,468143,10487,National and State Park Concessions,Jonathan Dickinson State Park River Tours Inc,16450 S.E. Federal Highway,Hobe Sound,FL,33455.0,9250.0,81493,1668447,State Parks and Recreation,3,0.0,3,761.93,3,2010-12-11,2012-12-10,3,,761.93,3,0.0,761.93,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,81494,national and state park concessions,33455,16450,32494,NATIONAL AND STATE PARK CONCESSIONS INC,16450 SE FEDERAL HWY,HOBE SOUND,33455,D2,53,Martin,2014,5350262,1176304,2,Food,Routine - Food,Call Back - Complied,2015-01-16,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5686524,5460745,30595,30594,national and state park concessions inc,16450,29.237460949834105,0.9794871794871794,1
468234,468234,468234,1838,Beef O'Bradys,"Family Fun and Sports of Marianna, LLC",4944 Malloy Plaza Suite E,Marianna,FL,32448.0,722110.0,58521,1628907,Full-Service Restaurants,2,0.0,1,3572.08,1,2010-01-16,2012-01-15,2,,3572.08,1,0.0,3572.08,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,58522,beef o'bradys,32448,4944,3554,BEEF O'BRADY'S,4944 MALLOY PLAZA EAST STE A,MARIANNA,32448,D6,42,Jackson,2010,4200528,2453361,1,Food,Routine - Food,Warning Issued,2015-01-21,,,21,3.0,2.0,16.0,Y,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4097288,5421553,108687,108686,beef o'brady's,4944,29.237460949834105,0.9857142857142858,1
468315,468315,468315,3644,Comfort Inn & Suites,Manibhadra Inc,2214 Highway 71,Marianna,FL,32448.0,721110.0,188843,1488702,Hotels (except Casino Hotels) and Motels,0,0.0,0,0.0,0,2007-06-21,2007-08-30,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,188844,comfort inn & suites,32448,2214,11159,COMFORT INN AND SUITES,2214 HIGHWAY 71,MARIANNA,32448,D6,42,Jackson,2010,4200517,2388213,2,Food,Routine - Food,Call Back - Complied,2014-08-19,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3707165,5262876,108671,108670,comfort inn and suites,2214,29.237460949834105,0.9627272727272728,1
468565,468565,468565,3873,County Line Pizza and Pub,Boojoy Bistro Inc,3176 US 98,Mary Esther,FL,32569.0,722110.0,107791,1715598,Full-Service Restaurants,0,0.0,0,0.0,0,2012-03-31,2014-03-29,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,107792,county line pizza and pub,32569,3176,11739,COUNTY LINE PIZZA & PUB,3176 HWY 98 W,MARY ESTHER,32569,D6,56,Okaloosa,2010,5603728,2415500,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-12-08,,,3,0.0,0.0,3.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180146,5314314,112389,112388,county line pizza & pub,3176,29.237460949834105,0.967304347826087,1
468604,468604,468604,5002,"El Paso of  Mary Esther, Inc.","El Paso of Mary Esther, inc.",480 Mary Esther Blvd,Mary Esther,FL,32569.0,722110.0,188838,1488687,Full-Service Restaurants,16,0.0,15,3318.0,15,2005-10-01,2007-09-30,16,,3318.0,15,3318.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,188839,"el paso of  mary esther, inc.",32569,480,15648,EL PASO,480 MARY ESTHER CUTOFF,MARY ESTHER,32569,D6,56,Okaloosa,2010,5603473,2381922,4,Food,Routine - Food,Call Back - Complied,2014-07-09,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207388,5362176,112035,112034,el paso,480,20.272238634675556,0.8482758620689655,1
468684,468684,468684,10156,Ming Tree,King & Kim Inc,300 Mary Esther Blvd,Mary Esther,FL,32569.0,722213.0,9994,1539970,Snack and Nonalcoholic Beverage Bars,1,0.0,0,0.0,0,2007-03-07,2009-03-06,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,9995,ming tree,32569,300,31351,MING TREE,300 MARY ESTHER BLVD #40,MARY ESTHER,32569,D6,56,Okaloosa,2010,5601620,2458213,1,Food,Routine - Food,Warning Issued,2015-01-23,,,7,2.0,2.0,3.0,Y,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2206751,5438188,111344,111343,ming tree,300,29.237460949834105,1.0,1
468793,468793,468793,12839,SBARRO Pizza,SBARRO Inc 367,300 Mary Esther Blvd,Mary Esther,FL,32569.0,722213.0,9990,1539966,Snack and Nonalcoholic Beverage Bars,0,0.0,0,0.0,0,2007-03-07,2009-03-06,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,9991,sbarro pizza,32569,300,40880,SBARRO,300 MARY ESTHER CUTOFF,MARY ESTHER,32569,D6,56,Okaloosa,2010,5601622,2354984,4,Food,Routine - Food,Call Back - Complied,2014-07-09,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206752,5362174,111347,111346,sbarro,300,20.272238634675556,0.9,1
469313,469313,469313,3138,Charley's Grilled Subs,"S.K. Hong, Inc.",1910 Wells Road,Orange Park,FL,32073.0,722211.0,11748,1547000,Limited-Service Restaurants,0,0.0,0,0.0,0,2007-05-22,2009-05-21,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,11749,charley's grilled subs,32073,1910,8256,CHARLEY'S GRILLED SUBS,1910 WELLS RD SUITE VC#04,ORANGE PARK,32073,D5,20,Clay,2010,2000386,2430140,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-02-20,,,11,2.0,3.0,6.0,Y,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5666049,5336313,91883,91882,charley's grilled subs,1910,29.237460949834105,1.0,1
470160,470160,470160,3857,Country Club of Orange Park,"AR Club Management, Inc.",2525 Country Club Road,Orange Park,FL,32073.0,713910.0,180816,1474907,Golf Courses and Country Clubs,5,0.0,5,212.4,4,2005-04-10,2007-04-01,4,,212.4,4,0.0,212.4,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,180817,country club of orange park,32073,2525,11661,COUNTRY CLUB OF ORANGE PARK,2525 COUNTRY CLUB BLVD,ORANGE PARK,32073,D5,20,Clay,2010,2000657,2473889,2,Food,Food-Licensing Inspection,Call Back - Complied,2015-01-28,,,5,0.0,0.0,5.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6057399,5498002,91943,91942,country club of orange park,2525,29.237460949834105,1.0,1
471736,471736,471736,9056,Little Caesars Pizza,SBB Enterprises Inc.,661 Blanding Blvd.,Orange Park,FL,32073.0,722211.0,113430,1730876,Limited-Service Restaurants,301,0.0,1,21.74,1,2012-06-03,2014-06-02,1,,21.74,1,0.0,21.74,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,300,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,113431,little caesars pizza,32073,661,27532,LITTLE CAESARS PIZZA,661 BLANDING BLVD #514,ORANGE PARK,32073,D5,20,Clay,2010,2001118,2488723,1,Food,Routine - Food,Warning Issued,2015-06-24,,,19,3.0,3.0,13.0,Y,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,4,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3062789,5585251,92255,92254,little caesars pizza,661,29.237460949834105,1.0,1
