,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,oge_id,case_id,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,serialid_x,nname_x,nzip,snum_x,Unnamed: 0_y,dba,location_address,location_city,location_zip_code,district,county_number,county_name,license_type_code,license_number,inspection_number,visit_number,inspection_class,inspection_type,inspection_disposition,inspection_date,number_of_critical_violations,number_of_noncritical_violations,number_of_total_violations,number_of_high_priority_violations,number_of_intermediate_violations,number_of_basic_violations,pda_status,approved_source,original_container,time_and_temperature_control,facilities_to_maintain_ph_tcs,food_and_food_equipment_thermometers,ph_tcs_foods_properly_thawed,unwrapped_or_ph_tcs_food_not_re_served,food_protection_cross_contamination,bare_hand_contact_with_rte_food_aop,in_use_food_dispensing_utensils,employee_health_knowledge,hands_washed_and_clean,clean_clothes_hair_restraints,food_contact_and_nonfood_contact,violation15,dishwashing_facilities,violation17,violation18,violation19,violation20,wiping_cloths_clean_and_soiled_linens,food_contact_surfaces_clean,non_food_contact_surfaces_clean,storage_handling_of_clean_equipment,single_service_and_single_use_items,violation26,water_source_safe_hot,sewage_and_wastewater,plumbing_installed,violation30,handwash_sinks,bathrooms,garbage_and_refuse,violation34,no_presence_or_breeding_of_pests,floors_walls_ceilings,violation37,lighting_provided_as_required,violation39,employee_personal_belongings,chemicals_toxic_substances,cleaning_and_maintenance_equip,complete_separation_from_living_area,violation44,fire_extinguishing_equipment,exits_not_blocked_or_locked,electrical_wiring_outlets_in_good_repair,gas_appliances_boiler_certificate,flammable_combustible_materials,current_license_properly_displayed,other_conditions_sanitary_and_safe_operation,misrepresentation_misbranding,food_management_certification_valid,florida_clean_indoor_air_act,automatic_gratuity_notice,violation56,violation57,violation58,license_id,inspection_visit_id,serialid_y,id,nname_y,snum_y,score,jw,match
851355,851355,851355,12050,"Queen's Pizza & Restaurant of Tarpon, Inc.","Queen's Pizza & Restaurant of Tarpon, Inc.",40949 US 19 N.,Tarpon Springs,FL,34689.0,722110.0,73803,1612197,Full-Service Restaurants,27,0.0,25,63934.61,25,2009-05-06,2011-04-27,27,,63934.61,25,271.16,63663.45,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,73804,"queen's pizza & restaurant of tarpon, inc.",34689,40949,38194,QUEENS PIZZA & REST OF TARPON,40949 US HWY 19 N,TARPON SPGS,34689,D3,62,Pinellas,2010,6214636,2398777,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-09-18,,,22,0.0,3.0,19.0,Y,0,0,0,0,1,0,0,1,1,0,0,0,1,7,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2239628,5287214,53834,53833,queens pizza & rest of tarpon,40949,29.237460949834105,0.9036124794745484,1
851546,851546,851546,12785,"Rusty Bellies Waterfront Grill, Inc.","Rusty Bellies Waterfront Grill, Inc.",937 Dodecanese Boulevard,Tarpon Springs,FL,34689.0,7221.0,114365,1736471,Full-Service Restaurants,3,0.0,2,2884.91,2,2012-08-17,2014-08-03,3,,2884.91,2,0.0,2884.91,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,114366,"rusty bellies waterfront grill, inc.",34689,937,40038,RUSTY BELLIES WATERFRONT GRILL,937 DODECANESE BLVD,TARPON SPRINGS,34689,D3,62,Pinellas,2010,6215827,2479898,1,Food,Complaint Full,Inspection Completed - No Further Action,2015-05-14,,,13,0.0,2.0,11.0,Y,0,0,0,0,1,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2871897,5537599,55163,55162,rusty bellies waterfront grill,937,29.237460949834105,0.9666666666666668,1
852523,852523,852523,16524,Yianni's Cafe & Grill,Copperwood CC LLC,514 Dodecanese Blvd.,Tarpon Springs,FL,34689.0,722110.0,98541,1688204,Full-Service Restaurants,4,0.0,4,8173.13,4,2012-07-01,2013-03-30,4,,8173.13,4,8173.13,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,98542,yianni's cafe & grill,34689,514,53050,YIANNI'S CAFFE & GRILL INC,514 DODECANESE BLVD,TARPON SPRINGS,34689,D3,62,Pinellas,2010,6216617,2452152,2,Food,Routine - Food,Call Back - Admin. complaint recommended,2015-06-23,,,1,0.0,1.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5578827,5545597,56159,56158,yianni's caffe & grill inc,514,29.237460949834105,0.9615384615384616,1
852619,852619,852619,16572,Zorbas LLC,Zorbas LLC,508 Athens St,Tarpon Springs,FL,34689.0,722410.0,160695,1626518,Drinking Places (Alcoholic Beverages),1,0.0,0,0.0,0,2011-01-02,2011-08-12,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,160696,zorbas llc,34689,508,53527,ZORBA'S,508 ATHENS ST,TARPON SPRINGS,34689,D3,62,Pinellas,2010,6216679,2427227,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-12-20,,,27,1.0,9.0,17.0,Y,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,6,6,1,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5588816,5331755,56274,56273,zorba's,508,20.272238634675556,0.8914285714285715,1
854426,854426,854426,14051,"Strachan's Homemade Ice Cream, Inc.","Strachan's Homemade Ice Cream, Inc.",105 Alternate U S Highway 19 North,Palm Harbor,FL,34683.0,311520.0,48310,1622271,Ice Cream and Frozen Dessert Manufacturing,5,0.0,5,8211.4,5,2009-06-26,2011-06-23,5,,8211.4,5,0.0,8211.4,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,48311,"strachan's homemade ice cream, inc.",34683,105,43523,STRACHAN'S HOMEMADE ICE CREAM,105 ALT 19 N,PALM HARBOR,34683,D3,62,Pinellas,2010,6214531,2473433,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-03-06,,,1,0.0,1.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6049703,5493541,53770,53769,strachan's homemade ice cream,105,29.237460949834105,0.9657142857142856,1
854575,854575,854575,6126,GEICO,GEICO General Insurance Company,3535 W. Pipkin Rd.,Lakeland,FL,33811.0,524126.0,79081,1662321,Direct Property and Casualty Insurance Carriers,4,0.0,1,2854.5,1,2011-11-10,2012-07-10,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,4,2854.5,1,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,79082,geico,33811,3535,18602,GEICO 4TH FL EAST,3535 W PIPKIN RD,LAKELAND,33811,D3,63,Polk,2015,6300043,1103239,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-09-12,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4283163,5316530,57735,57734,geico 4th fl east,3535,20.272238634675556,0.8588235294117647,1
856062,856062,856062,10369,Myakka River Oyster Bar. Inc,"Myakka River Oyster Bar, Inc.",121 Playmore Dr..,Venice,FL,34293.0,722110.0,66721,1647936,Full-Service Restaurants,9,0.0,9,11554.0,9,2010-04-01,2012-03-29,9,,11554.0,9,11554.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,66722,myakka river oyster bar. inc,34293,121,32321,MYAKKA RIVER OYSTER BAR,121 PLAMORE DR,VENICE,342937508,D7,68,Sarasota,2010,6803955,2398496,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-12-10,,,8,0.0,1.0,7.0,Y,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249825,5286679,128943,128942,myakka river oyster bar,121,29.237460949834105,0.9642857142857142,1
856196,856196,856196,12451,Rib City,Mansson Enterprises LLC,4187 Tamiami Trail,Venice,FL,34293.0,722110.0,90170,1688515,Full-Service Restaurants,7,0.0,7,345.0,7,2011-03-22,2013-03-19,7,,345.0,7,345.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,90171,rib city,34293,4187,39038,RIB CITY GRILL,4187 TAMIAMI TRAIL BAY 42,VENICE,34293,D7,68,Sarasota,2010,6804735,2502137,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-07-09,,,8,0.0,1.0,7.0,Y,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2934507,5613162,129498,129497,rib city grill,4187,29.237460949834105,0.9142857142857144,1
857712,857712,857712,8690,La Nopalera #4,"La Nopalera Mexican Restaurant #4, Inc.",8818 Atlantic Blvd,Jacksonville,FL,32211.0,7221.0,12207,1550228,Full-Service Restaurants,2,0.0,0,0.0,0,2007-06-26,2009-06-25,2,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,12208,la nopalera #4,32211,8818,26062,LA NOPALERA MEXICAN RESTAURANT #4,8818 ATLANTIC BLVD,JACKSONVILLE,32211,D5,26,Duval,2010,2610493,2421754,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-08-04,,,18,3.0,3.0,12.0,Y,0,1,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300583,5323654,94031,94030,la nopalera mexican restaurant #4,8818,20.272238634675556,0.8441558441558442,1
858192,858192,858192,14116,Subway,Jai Ambe Subway LLC,949 Arlington Rd,Jacksonville,FL,32211.0,72211.0,22464,1562245,Full-Service Restaurants,2,0.0,1,974.11,1,2009-08-18,2010-01-08,2,,974.11,1,0.0,974.11,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,22465,subway,32211,949,44454,SUBWAY #480,949 ARLINGTON RD,JACKSONVILLE,32211,D5,26,Duval,2010,2608441,2454165,1,Food,Complaint Full,Administrative complaint recommended,2014-10-01,,,7,2.0,4.0,1.0,Y,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4087973,5424324,93517,93516,subway #480,949,29.237460949834105,0.9090909090909092,1
858714,858714,858714,2948,Casa Mofongo Latin Grill,Casa Mofong LLc,12001 Avalon Lake Dr,Orlando,FL,32828.0,722110.0,152551,1739391,Full-Service Restaurants,3,0.0,1,687.82,1,2013-04-01,2014-09-04,3,,687.82,1,623.5,64.32,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,152552,casa mofongo latin grill,32828,12001,7710,CASA MOFONGO,12001 AVALON LAKE DR,ORLANDO,32828,D4,58,Orange,2010,5811510,2445911,2,Food,Complaint Full,Call Back - Complied,2014-08-20,,,15,3.0,8.0,4.0,Y,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5552809,5398927,75040,75039,casa mofongo,12001,20.272238634675556,0.9,1
859042,859042,859042,6053,Fuji Sushi,"Fuji Sushi & Teppani, Inc.",504 N. Alafaya Trail,Orlando,FL,32828.0,722110.0,37045,1584407,Full-Service Restaurants,7,561.0,3,534.23,3,2008-12-24,2010-12-23,7,R,534.23,3,187.2,347.03,0.0,561.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,37046,fuji sushi,32828,504,18243,FUJI TEPPAN SUSHI,504 N ALAFAYA TRL STE 117,ORLANDO,32828,D4,58,Orange,2010,5811662,2423372,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-09-17,,,17,0.0,6.0,11.0,Y,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5386908,5326033,75267,75266,fuji teppan sushi,504,29.237460949834105,0.9176470588235296,1
860971,860971,860971,13366,"Shrimp Basket of Perdido Key, Inc.","Shrimp Basket, Inc",14600 Perdido Key Drive,Pensacola,FL,32507.0,722110.0,111266,1724060,Full-Service Restaurants,2,0.0,2,1016.49,2,2012-04-19,2014-04-18,2,,1016.49,2,0.0,1016.49,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,111267,"shrimp basket of perdido key, inc.",32507,14600,41620,SHRIMP BASKET OF PERDIDO KEY,14600 PERDIDO KEY DR,PENSACOLA,32507,D6,27,Escambia,2010,2705819,2415921,3,Food,Routine - Food,Call Back - Complied,2015-02-02,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4210048,5487633,106990,106989,shrimp basket of perdido key,14600,29.237460949834105,0.9647058823529412,1
864320,864320,864320,12516,Rinconcito Superlatino Restaurant,"Rinconcito Latino III, LLC",11356  Quail Roost Dr,Miami,FL,33157.0,72211.0,155340,1734877,Full-Service Restaurants,10,0.0,8,21687.21,8,2012-07-30,2014-07-30,9,,21687.21,8,0.0,21687.21,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,155341,rinconcito superlatino restaurant,33157,11356,39214,RINCONCITO SUPERLATINO RESTAURANT,11356 QUAIL ROOST DRIVE,MIAMI,33157,D1,23,Dade,2010,2327739,2446090,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-01-08,,,7,2.0,0.0,5.0,Y,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4127663,5398316,6788,6787,rinconcito superlatino restaurant,11356,29.237460949834105,1.0,1
864842,864842,864842,14175,"Subway 24131, INC.","Subway 24131, Inc",11281 SW 152 Street,Miami,FL,33157.0,722211.0,60270,1633076,Limited-Service Restaurants,1,0.0,1,109.05,1,2011-02-23,2011-10-11,1,,109.05,1,109.05,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,60271,"subway 24131, inc.",33157,11281,44645,SUBWAY 24131 INC,11281 SW 152 ST,MIAMI,33157,D1,23,Dade,2010,2328915,2419023,1,Food,Routine - Food,Warning Issued,2014-08-04,,,12,3.0,5.0,4.0,Y,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4413960,5319611,8201,8200,subway 24131 inc,11281,29.237460949834105,0.9777777777777776,1
866352,866352,866352,6851,"Hallmark Nameplate, Inc","Hallmark Nameplate, Inc.",1717 Lincoln Ave,Mount Dora,FL,32757.0,331315.0,840,1518433,"Aluminum Sheet, Plate, and Foil Manufacturing",19,0.0,18,9734.03,17,2006-08-20,2008-08-10,17,,9734.03,17,0.0,9734.03,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,841,"hallmark nameplate, inc",32757,1717,20051,HALLMARK NAMEPLATE INC,1717 E LINCOLN AVE,MOUNT DORA,32757,D4,45,Lake,2015,4502332,1103131,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-05-22,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4019348,5310933,67151,67150,hallmark nameplate inc,1717,29.237460949834105,0.9913043478260868,1
866882,866882,866882,10322,Mt. Dora Pizza & Subs,"Folgore, Inc.",2718 West Old Highway 441,Mount Dora,FL,32757.0,72211.0,148482,1442345,Full-Service Restaurants,7,3052.0,5,0.0,0,2004-05-08,2006-04-29,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,5,3052.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,148483,mt. dora pizza & subs,32757,2718,31977,MOUNT DORA PIZZA,2718 W OLD HWY 441,MT DORA,327573503,D4,45,Lake,2010,4500541,2392284,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-09-03,,,7,2.0,3.0,2.0,Y,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191959,5274342,66621,66620,mount dora pizza,2718,20.272238634675556,0.7833104395604397,1
