,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum
165009,Zotz Racing,"Zotz Racing, Inc.","6625 Edgewater Drive, Unit A",Orlando,FL,32810.0,zotz racing,32810,6625
165010,Turtle Creek Golf Club,"Ichikoshi U.S.A., Inc.",1279 Admiralty Blvd,Rockledge,FL,32955.0,turtle creek golf club,32955,1279
165011,Animal Clinic of Edgewater,Animal clinic fo Edgewater,2305 S. Ridgewood Ave,Edgewater,FL,32141.0,animal clinic of edgewater,32141,2305
165032,Heartland Harvesting,"Heartland Harvesting, Inc",11401 Payne Road,Sebring,FL,33875.0,heartland harvesting,33875,11401
165044,Red Harvesting,Red Harvesting,149 Lake Pearl Dr.,Lake Placid,FL,33852.0,red harvesting,33852,149
165053,"Carlos Morice, FLC",Carlos Morice,11944 SW 273rd Street,Homestead,FL,33032.0,carlos morice flc,33032,11944
165054,J.R. Express Harvesting,"Raul Saldivar, FLC",P.O. Box 2112,Bonita Springs,FL,34135.0,jr express harvesting,34135,2112
165079,Ralph's Transfer,"Ralph's Transfer Co., Inc",4531 Oakfair,Tampa,FL,33605.0,ralphs transfer,33605,4531
165102,Florida Department of Corrections,Florida Department of Corrections,9544 County Rd. 476 B,Bushnell,FL,33513.0,florida department of corrections,33513,9544
165130,Family Physicians of Tampa Bay,Priority Investments of Tampa Bay,5535 Memorial Hwy,Tampa,FL,33634.0,family physicians of tampa bay,33634,5535
165145,Impressive Rides,"Impressive Rides, Inc",12825 Automobile Blvd.,Tampa,FL,33607.0,impressive rides,33607,12825
165146,Tires Plus,Tires Plus,5901 South State Road 7,Lake Worth,FL,33467.0,tires plus,33467,5901
165155,"Ramiro Campbell, FLC",Ramiro Campbell,307 S. 8th Street,Immokalee,FL,34142.0,ramiro campbell flc,34142,307
165164,E&L Hueso Corp.,E&L Hueso Corp.,P.O. Box 133084,Hialeah,FL,33013.0,e&l hueso corp,33013,133084
165167,Dragon Plumbing,"Dragon Plumbing, Inc.",2649 Pemberton Drive,Apopka,FL,32703.0,dragon plumbing,32703,2649
165168,City of New Smyrna,City of New Smyrna,210 Sams Avenue,New Smyrna Beach,FL,32168.0,city of new smyrna,32168,210
165169,C & J Dairy Queen,Welsch Enterprises Inc,N. US1,Ormond Beach,FL,32174.0,c & j dairy queen,32174,N. US1
165176,"The People's Choice Magazine, Inc.","The People's Choice Magazine, Inc",1200 Martin Luther King Street (N),Saint Petersburg,FL,33713.0,the peoples choice magazine inc,33713,1200
165202,"Shaw, Izabela S. M.D.","Shaw, Izabela S. M.D.",3119 Lithia Pinecrest Road,Valrico,FL,33594.0,shaw izabela s md,33594,3119
165241,"Black Gold Farms, Incorporated","Black Gold Farms, Incorporated",1700 NW Ave. D,Belle Glade,FL,33430.0,black gold farms incorporated,33430,1700
165244,"Health Flo Medical Clinic, Inc.","Health Flo Medical Clinic, Inc.",117 W Belt Ave.,Bushnell,FL,33513.0,health flo medical clinic inc,33513,117
165291,Williston Health Care,"Williston Health Care Center, Inc.",300 1st Avenue,Williston,FL,32696.0,williston health care,32696,300
165295,"LaBella Sausage, Inc.","LaBella Sausage, Inc.",16170 Aviation Loop Dr.,Brooksville,FL,34604.0,labella sausage inc,34604,16170
165296,Pollo Tropical,The Carrols corp,"7300 N. Kendall Dr, S-8",Miami,FL,33156.0,pollo tropical,33156,7300
165327,"Stryden Staffing Services, Inc.","Stryden Staffing Services, Inc",2002 N Lois Ave Suite 150,Tampa,FL,33607.0,stryden staffing services inc,33607,2002
165331,Delights,"Aventura D'Lites, Inc.",20695 Biscayne Blvd,Miami,FL,33180.0,delights,33180,20695
165349,"Frank WM. Rieger, MD, P.A.",Hyde Park Cosmetic Surgery Center,607 South Magnolia Ave,Tampa,FL,33606.0,frank wm rieger md pa,33606,607
165379,Point Of  Care Clinic Central LLC,Point Of  Care Clinic Central LLC,38156 Medical Center Ave,Zephyrhills,FL,33540.0,point of  care clinic central llc,33540,38156
165380,Family Care Of Land O Lakes PA,Family Care Of Land O Lakes PA,"1942 Highland Oaks Blvd., Suite A",Lutz,FL,33549.0,family care of land o lakes pa,33549,1942
165422,"Family Physicians Of Tampa, P.A.","Family Physicians of Tampa, Inc",13381 N 56th Street,Tampa,FL,33617.0,family physicians of tampa pa,33617,13381
165433,City of West Palm Beach,City of West Palm Beach,"1000 45 St, Unit 12",West Palm Beach,FL,33407.0,city of west palm beach,33407,1000
165456,"Edward H. Farrior, M.D. F.A.C.S","Edward H. Farrior, M.D. F.A.C.S.",2908 W. Azeele Street,Tampa,FL,33609.0,edward h farrior md facs,33609,2908
165457,Strasser Construction,Strasser Construction inc,1030 N. U.S. 1,Ormond Beach,FL,32174.0,strasser construction,32174,1030
165460,"Nationalex, Inc.","Nationalex., Inc./Nat Ex",4400 118th Ave. N,Seminole,FL,33775.0,nationalex inc,33775,4400
165472,"Bomar Construction, Inc.","Bomar Construction, Inc.",27 South Orchard Street,Ormond Beach,FL,32174.0,bomar construction inc,32174,27
165473,"Central Florida Restoration Specialists, LLC","Central Florida Restoration Specialists, LLC",133Wellwood Lane,Palm Coast,FL,32164.0,central florida restoration specialists llc,32164,133Wellwood Lane
165477,Dramatic Detail,Rachel Culotta dba Dramatic Detail,300 E. Nasa Blvd.,Melbourne,FL,32901.0,dramatic detail,32901,300
165508,"Premiere Seals, Inc.","BDX Enterprises, Inc.",4224 Louis Avenue,Holiday,FL,34691.0,premiere seals inc,34691,4224
165520,Diagnostic Clinic,"Diagnostic Clinic Medical Group, PA",1551 West Bay Drive,Largo,FL,33770.0,diagnostic clinic,33770,1551
165526,Apartment Locators/Home Locators,"Apartment Locators, Inc",11626 N Dale Mabry Hwy,Tampa,FL,33618.0,apartment locators/home locators,33618,11626
165527,Academic Financial Solution,"Academic Financial Solutions, LLC",5701 E. Hillsborough Blvd.,Tampa,FL,33610.0,academic financial solution,33610,5701
165547,Wesley Chapel Family Practice,Adventist Health Systems,29140 Chapel Park Dr.,Wesley Chapel,FL,33543.0,wesley chapel family practice,33543,29140
165564,"Tampa Urology, P.A.","Tampa Urology, P.A.",1209 Swann Ave.,Tampa,FL,33607.0,tampa urology pa,33607,1209
165565,"John C. Baker, M.D.","John C. Baker, M.D., P.A.",2919 Swann Ave.,Tampa,FL,33607.0,john c baker md,33607,2919
165573,"Sheppard Security & Communication, Inc",Sheppard Security & Communication,6602 Causeway Blvd.,Tampa,FL,33619.0,sheppard security & communication inc,33619,6602
165614,Bumper 2 Bumper,Bumper 2 Bumper Car Care LLC,796 W SR 434,Longwood,FL,32750.0,bumper 2 bumper,32750,796
165618,Family Medical & Rehab Center,"Jin M. Kim, D.O., P.A.",11357 Countryway Blvd,Tampa,FL,33626.0,family medical & rehab center,33626,11357
165620,"Anthony T Duany, M.D.","Landmark Primary Care, Inc.","2221 North Himes Avenue, Suite C",Tampa,FL,33607.0,anthony t duany md,33607,2221
165632,MM Parrish Construction Co.,MM Parrish Construction Co.,3455 SW 42 Ave,Gainesville,FL,32608.0,mm parrish construction co,32608,3455
165638,Advanced Cardiovascular Center of Tampa Bay,Advanced Cardiovascular Center of Tampa Bay,2727 W. Dr. Martin Luther King Jr. Blvd.,Tampa,FL,33607.0,advanced cardiovascular center of tampa bay,33607,2727
165640,Academic Alliance in Dermatology,"Academic Alliance in Dermatology, Inc.",1005 E. Boyer Street,Tarpon Springs,FL,34689.0,academic alliance in dermatology,34689,1005
165710,"Patel, Shodhan, MD","Dr. Shodhan Patel, MD",1408 Westshore Blvd. N.,Tampa,FL,33607.0,patel shodhan md,33607,1408
165712,Marco Metals,"Marvin Oster Investments, Inc.",3702 21st Ave.,Tampa,FL,33605.0,marco metals,33605,3702
165724,"Henry E. Wiley, III,  MD, P.A.","Henry E. Wiley, III, MD, P.A.",1425 S. Howard Avenue,Tampa,FL,33606.0,henry e wiley iii  md pa,33606,1425
165727,Crystal Beach,"Club at Crystal Beach, Inc.",6985 Collins Avenue,Miami Beach,FL,33141.0,crystal beach,33141,6985
165730,West Bay Landscape,"West Bay Landscape, Inc.",6009 15th St. E,Bradenton,FL,34203.0,west bay landscape,34203,6009
165735,Pediatric Health Care Alliance - Med 3000,Pediatric Health Care Alliance - Med 3000,11274 W Hillsborogh Ave,Tampa,FL,33635.0,pediatric health care alliance - med 3000,33635,11274
165748,Kshemal P Mankodi MD P.A.,Kshemal P Mankodi MD P.A.,28959 State Road 54,Wesley Chapel,FL,33543.0,kshemal p mankodi md pa,33543,28959
165749,"Cannella, Xavier, F. MD","Cannella, Xavier, F. MD",10549 N. Florida Ave.,Tampa,FL,33607.0,cannella xavier f md,33607,10549
165761,"Dr. Lynn Family Practice, P.A.","Dr. Lynn Family Practice, P.A.","3910 Northdale Blvd., Suite 206",Tampa,FL,33624.0,dr lynn family practice pa,33624,3910
165763,"Brandon Cardiology Clinic, P.A.","Brandon Cardiology Clinic, P.A.",320 Oakfield Drive,Brandon,FL,33511.0,brandon cardiology clinic pa,33511,320
165764,Arellano Const. Co.,Arellano Construction Company,"7255 NW 19th St, Suite B",Miami,FL,33126.0,arellano const co,33126,7255
165769,"Ruiz, Ruben, FLC",Ruben Ruiz,6th Ave. C,Moore Haven,FL,33471.0,ruiz ruben flc,33471,6th Ave. C
165775,Apollo Beach Family Practice,Apollo Beach Family Practice,"500 Vonderburg, Suite 311",Brandon,FL,33511.0,apollo beach family practice,33511,500
165786,Johnson's Pontiac,"Johnson's Pontiac, Inc",3029 S Suncoast Blvd.,Homosassa,FL,34448.0,johnsons pontiac,34448,3029
165801,"McMelon, Inc., User","McMelon, Inc.",P.O. Box 1077,Lake Wales,FL,33859.0,mcmelon inc user,33859,1077
165811,"Southern Corporate Packers, Inc.    USER/Brok","Southern Corporate Packers, Inc.",403 East Main St.,Immokalee,FL,34143.0,southern corporate packers inc    user/brok,34143,403
165825,"Jim Frazier, Inc.","Jim Frazier, Inc.",3472 SR 64 West,Avon Park,FL,33825.0,jim frazier inc,33825,3472
165826,R.A.C. Construction Framing Inc.,"R.A.C. Construction Framing, Inc.",5347 Stone Oak Drive,Lakeland,FL,33811.0,rac construction framing inc,33811,5347
165839,Sozio's Lawn & Tree Service,"American Lawn Mower, Inc",300 1st St. NW,Largo,FL,33770.0,sozios lawn & tree service,33770,300
165840,"Ford, M.G., User","M.G. Ford Produce, Inc.",PO Box 2872,Labelle,FL,33975.0,ford mg user,33975,2872
165843,Citrus Park GYN,"Steven D. Gitomer, M.D., P.A.",6516 Gunn Highway,Tampa,FL,33625.0,citrus park gyn,33625,6516
165859,Captain Mac's,"Captain Mac's, Inc",1969 West County Road 476,Bushnell,FL,33513.0,captain macs,33513,1969
165872,"Benavides, Sonia Lozoya De","Benavides, Sonia Lozoya De","1833 Branch Forbes Rd, #35",Plant City,FL,33564.0,benavides sonia lozoya de,33564,1833
165878,Markou Medical Center,Michael Markou DO LLC,1266 Turner Street,Clearwater,FL,33756.0,markou medical center,33756,1266
165889,Ankle and Foot Associates,Ankle and Foot Associates,232 Bullard Parkway,Tampa,FL,33617.0,ankle and foot associates,33617,232
165890,Benchmark Vision Center,On Call Optical,3338 S. Dale Mabry Hwy,Tampa,FL,33607.0,benchmark vision center,33607,3338
165892,Health Management Associate Inc,Health Management Associate Inc,38030 Daughtery Rd,Zephyrhills,FL,33540.0,health management associate inc,33540,38030
165916,Dr. Frederick A. Grassin,Dr. Frederick A. Grassin,5901 Main Street,New Port Richey,FL,34652.0,dr frederick a grassin,34652,5901
165919,Partners In Allergy & Asthma,Partners In Allergy & Asthma,3658 Lithia Pinecrest Road,Valrico,FL,33594.0,partners in allergy & asthma,33594,3658
165941,"Dipak Shah, M.D.","Dipak Shah, M.D., Inc.",14701 N. Florida Avenue,Tampa,FL,33613.0,dipak shah md,33613,14701
165943,Curtis R. Moore M.D.,"Curtis R. Moore, M.D.",6025 Memorial Hwy,Tampa,FL,33615.0,curtis r moore md,33615,6025
165946,Vernon Hays,Vernon Hays,P.O. Box 107,Brandon,FL,33509.0,vernon hays,33509,107
165947,"Rodriguez -Conn, Fulvia MD",Fulvia Rodriguez-Conn MD,608 W. Horatio St.,Tampa,FL,33607.0,rodriguez -conn fulvia md,33607,608
165949,"Alberts, Fred L PHD ABPP",Fred Alberts PHD ABPP,211 Davis Blvd E.,Tampa,FL,33607.0,alberts fred l phd abpp,33607,211
165960,Dr David Busciglio DMD PA,Dr. David Busciglio DMD PA,4030 MacDill Avenue,Tampa,FL,33607.0,dr david busciglio dmd pa,33607,4030
165970,Anthony Cheslock & Associates,"Anthony Cheslock & Associates DDS, PA","1831 N. Belcher Rd., Suite 1B",Clearwater,FL,33765.0,anthony cheslock & associates,33765,1831
165972,"Family Dental Care at Westchase, Inc.","Family Dental Care at Westchase, Inc.",10810 Sheldon Rd,Tampa,FL,33626.0,family dental care at westchase inc,33626,10810
165980,"Hawley & Hawley Dental Associate P.A., Inc.","Hawley & Hawley Dental Associate P.A., Inc.",23036 S.R. 54,Lutz,FL,33549.0,hawley & hawley dental associate pa inc,33549,23036
165981,Internal Medicine Associates,"Internal Medicine Associates of Lake County,",619 Dixie Avenue,Leesburg,FL,34748.0,internal medicine associates,34748,619
165982,"Samuel Bundz, MD, P.A.","Samuel Bundz, MD, P.A.",601 East Dixie Avenue,Leesburg,FL,34748.0,samuel bundz md pa,34748,601
165985,Tower Diagnostic Center,"Advanced Diagnostic Imaging, Inc.",2106 South Lois Avenue,Tampa,FL,33606.0,tower diagnostic center,33606,2106
165989,Ferrara Dental Association,Ferrera Dental Association P.A.,15047 Bruce B Downs Blvd,Tampa,FL,33647.0,ferrara dental association,33647,15047
165995,Caranante Vincent C DDS,DRS Caranante DDS PA,7009 N Armenia Avenue N,Tampa,FL,33604.0,caranante vincent c dds,33604,7009
165996,Complete Dental Care PA,Cpmplete Dental Care PA,11213 N Nebraska Avenue,Tampa,FL,33612.0,complete dental care pa,33612,11213
165999,Advanced Ob/Gyn,"Advanced Obstetrics & Gynecology, P.A.",1414 East Main Street,Leesburg,FL,34748.0,advanced ob/gyn,34748,1414
166025,Diego's Restaurant,"DIEGO'S RESTAURANT, INC.",Columbus Center Building,Coral Gables,FL,33134.0,diegos restaurant,33134,Columbus Center Building
166036,"B & M Landscape Concepts, Inc",,"2720 N. Forsyth Road, #305",Winter Park,FL,32789.0,b & m landscape concepts inc,32789,2720
166045,Structural Concrete Of Orlando,"Structural Concrete of Florida, Inc.",353 Terrace Dr.,Oviedo,FL,32765.0,structural concrete of orlando,32765,353
166048,"Technology Services International, Inc.","Technology Services International, Inc.",NAS Jacksonville,Jacksonville,FL,32212.0,technology services international inc,32212,NAS Jacksonville
166054,National Screen & Aluminum Repair Services,,"2081 S.W 70 Ave, Bay F-7",Davie,FL,33317.0,national screen & aluminum repair services,33317,2081
166055,SANTIAGO ALVAREZ GENERAL CONTRACTOR,Sanal Management Corp.,4225 WEST 16TH AVENUE,HIALEAH,FL,33012.0,santiago alvarez general contractor,33012,4225
166056,"FORM-RITE CONCRETE,  INC.","Form-Rite Concrete, Inc.","120 CUMBERLAND PARK DR, STE 205",ST AUGUSTINE,FL,32095.0,form-rite concrete  inc,32095,120
166072,"Computing Options, Inc.","Computing Options, Inc.",2402 Palm Ridge Road,Sanibel,FL,33957.0,computing options inc,33957,2402
166081,"U.S. Food Service, Inc.","U. S. Food Service, Inc.",1899 North U.S. Highway 1,Ormond Beach,FL,32174.0,us food service inc,32174,1899
166087,Shogun Japanese Steakhouse,"Yano Enterprises, Inc.",2306 East Edgewood Drive,Lakeland,FL,33803.0,shogun japanese steakhouse,33803,2306
166098,Maria Barajas,"Maria B. Barajas, FLC",1375 S.E. Walston Avenue,Arcadia,FL,34266.0,maria barajas,34266,1375
166114,LIZZI LAUNDRY,"HELDY & JOE LAUNDRY SERVICES, INC.",836 SW 22 AVE,MIAMI,FL,33135.0,lizzi laundry,33135,836
166116,Kristi's on the Ocean,"Kristi's on the Ocean, Inc.",2400 South Ocean Drive,Fort Pierce,FL,34950.0,kristis on the ocean,34950,2400
166117,A & V Enterprise,A & V ENTERPRISE,"6710 Collins Rd, Apt. 1404",Jacksonville,FL,32210.0,a & v enterprise,32210,6710
166129,Byoung O. Rhee,"Hannong Farm, Inc.",6895-A State Road 13N,Saint Augustine,FL,32092.0,byoung o rhee,32092,6895-A
166134,Tahiti Joe's Tropical Bar and Outfitters,"Keen Concepts, Inc.",1327 East 7th Avenue,Tampa,FL,33605.0,tahiti joes tropical bar and outfitters,33605,1327
166136,Professional Providers,"Professional Providers, Inc.",2402 Palm Ridge Rd.,SANIBEL,FL,33957.0,professional providers,33957,2402
166137,Rich'sMobil & Rich's Hess,R & S of Charlotte County  & Precious Investm,900  Kings Hwy,Pt Charlotte,FL,33980.0,richsmobil & richs hess,33980,900
166140,Winter Park Village Bistro,"Village Bistro, Inc.",326 S. Park Ave.,Winter Park,FL,32789.0,winter park village bistro,32789,326
166144,Nassau Landscape & Irrigation Inc.,"Nassau Landscape & Irrigation, Inc.",894 South Highway US 17,Yulee,FL,32097.0,nassau landscape & irrigation inc,32097,894
166145,"Ross, Ladis G.  FLC","Ross, Ladis Glendale",304 SW 174 St,Newberry,FL,32669.0,ross ladis g  flc,32669,304
166152,MIAMI AVIATION TECHNICAL SERVICES INC,Miami Aviattion Technical Services Inc.,"5000 NW 36TH ST, SUITE 125",MIAMI,FL,33159.0,miami aviation technical services inc,33159,5000
166157,PSC Industries,"PSC industries, Inc.",Boca Chica Nalval Station,Key West,FL,30336.0,psc industries,30336,Boca Chica Nalval Station
166177,Fleetwood Transportation,"Fleetwood Limousine, Inc.",12205 Apopka-Vineland Road,Orlando,FL,32836.0,fleetwood transportation,32836,12205
166196,PLAZA WEST CLEANER,"MADHANI INVESTMENTS, INC.",12858 N. KENDALL DRIVE,MIAMI,FL,33186.0,plaza west cleaner,33186,12858
166208,PRECIOUS ACADEMY,"PRECIOUS LEARNING NEST ACADEMY, INC.",4881 NW 183 ST,CAROL CITY,FL,33056.0,precious academy,33056,4881
166217,"Anselmo,  Maria, FLC","Anselmo, Maria FLC",1987 SW 2nd Way,Okeechobee,FL,34974.0,anselmo  maria flc,34974,1987
166221,Alsberg Boat  Works,"Alsberg Boat Works, Inc.",3758 SE Dixie Hwy,Stuart,FL,34994.0,alsberg boat  works,34994,3758
166232,Stardancer Casino Cruises,"Stardancer Casino, Inc.",150 153rd Ave.,Madeira Beach,FL,33708.0,stardancer casino cruises,33708,150
166234,Larry E. Tyre,Tyre Co.,Route 3 Box 209,Jasper,FL,32052.0,larry e tyre,32052,Route 3 Box 209
166236,W I  Screen Printing,"Wear It - Future Generations Sportswear, Inc.",8358 NW 70th Street,Miami,FL,33166.0,w i  screen printing,33166,8358
166238,CiCi's Pizza - Merritt Island,"Dallas Ventures East, Inc.",1450 N. Courtney Parkway,Merritt Island,FL,32953.0,cicis pizza - merritt island,32953,1450
166246,Mango  Cleaners Inc.,Mango Cleaners Inc.,"9720 Princess Palm, Suite 148",Tampa,FL,33610.0,mango  cleaners inc,33610,9720
166261,Mike Sayles,Michael Sayles,311 S  Dade Ave,Arcadia,FL,34266.0,mike sayles,34266,311
166265,"Ritzinger, Dora",Dora Ritzinger,1573 Waneta,Winter Haven,FL,33880.0,ritzinger dora,33880,1573
166275,Airframe Components Maintenance,Airframe Components Maintenence,5220 NW 72 Avenue,Miami,FL,33166.0,airframe components maintenance,33166,5220
166283,Hungry Howies - Leesburg #151,"Dizo, Inc.",1101 W. N. Boulevard,Leesburg,FL,34748.0,hungry howies - leesburg #151,34748,1101
166284,Hungry Howies - Okahumpka #220,"TJG Foods, Inc,",3754  County Road 48,Okahumpka,FL,34762.0,hungry howies - okahumpka #220,34762,3754
166307,"Jet Thrust, Inc",Jet Thrust Inc,4411 NW 74th Ave,Miami,FL,33166.0,jet thrust inc,33166,4411
166311,Advanced Phones and Beepers,"Advanced Phones and Beepers, Inc.",2015 Gulf To Bay,Clearwater,FL,33765.0,advanced phones and beepers,33765,2015
166328,STERLING HEIGHTS PROTECTION AGENCY,"STERLING HEIGHTS PROTECTION AGENCY, INC.",1065 N.E. 125TH STREET,MIAMI,FL,33161.0,sterling heights protection agency,33161,1065
166329,"Mega Yacht Services International, Inc.","Mega Yacht Services International, Inc.",5410 B   West Tyson Avenue,Tampa,FL,33611.0,mega yacht services international inc,33611,5410
166333,Kid's First Care,"Kids First Care, Inc.",809 E Jefferson Street,Quincy,FL,32351.0,kids first care,32351,809
166350,Unique Impression,Unique Impressions A Place For Printing Inc.,1399 Se 9 Ave,Hialeah,FL,33010.0,unique impression,33010,1399
166351,MIAMI SUBS & GRILL,"GEORGANAS, INC.",12601 BISCAYNE BLVD,N. MIAMI,FL,33160.0,miami subs & grill,33160,12601
166385,"Lewis, Chequeita, FLC",C & A Harvesting,"252 S. Scenic Highway, Ste. 2",Lake Wales,FL,33853.0,lewis chequeita flc,33853,252
