,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum
73508,Say Cake Cafe and Bakery,Say Cake Cafe and Bakery,73 South John Sims Pkwy,Valparaiso,FL,32580.0,say cake cafe and bakery,32580,73
73527,"Amaya Landscaping Maintenance & Lawncare, Inc","Amaya Landcaping Maintenance & Lawncare, Inc.",2001 SW 64 Avenue,Miami,FL,33155.0,amaya landscaping maintenance & lawncare inc,33155,2001
73533,The Joint Bar & Grill,"The Joint Bar & Grill, LLC",9595 S Dixie Hwy,Miami,FL,33161.0,the joint bar & grill,33161,9595
73537,Red Rock Saloon,Red Rock Saloon LLC,2278-1st Street,Fort Myers,FL,33901.0,red rock saloon,33901,2278-1st Street
73554,Pediatric Care Center of Pasco,Pediatric Care Center of Pasco,38328 Daughtery Road,Zephyrhills,FL,33540.0,pediatric care center of pasco,33540,38328
73560,Abshier Shelving & Mirror,"Abshier Shelving & Mirror, Inc",6432 SE 115th Lane,Belleview,FL,34420.0,abshier shelving & mirror,34420,6432
73567,Driggers Construction Inc,Driggers Construction Inc,1002 W Keysville Dr,Plant City,FL,33567.0,driggers construction inc,33567,1002
73576,Grainger Farms,"Grainger Farms, Inc.",2205 Thorpe Rd,Immokalee,FL,34142.0,grainger farms,34142,2205
73580,"Vaquera, Jose - HP","Vaquera, Jose - HP",P.O. Box 707,Wimauma,FL,33598.0,vaquera jose - hp,33598,707
73585,ROAR Motorcycles,"ROAR Motorcycles, Inc.",897 Bellevue Avenue,Daytona Beach,FL,32114.0,roar motorcycles,32114,897
73591,Valrico Town & Country Mobile Home Park,"Valrico Town & Country Mobile Home Park, LLC",1221 N Valrico Road,Valrico,FL,33594.0,valrico town & country mobile home park,33594,1221
73618,CGC Construct Group Corp,Construct Group Corporation,"12101 NW 98 Avenue, Suite #8",Hialeah,FL,33018.0,cgc construct group corp,33018,12101
73647,Boomerang Martini Bar,"Kwik1 Entertainment, Inc.",2016 Town Center Blvd,Brandon,FL,33511.0,boomerang martini bar,33511,2016
73666,Di Pasqua Construction,Di Pasqua Construction  Inc.,"440 Tall Pines Road, Unit A",West Palm Beach,FL,33413.0,di pasqua construction,33413,440
73667,"Royal Living at Sunrise, Inc.","Royal Living at Sunrise, Inc.",3181 NW 94th Way,Sunrise,FL,33351.0,royal living at sunrise inc,33351,3181
73721,Home 1st Lending,Home 1st Lending LLC,7823 N Dale Mabry Hwy Ste 200,Tampa,FL,33614.0,home 1st lending,33614,7823
73726,"H&S Drywall, Inc.","H&S Drywall Services, Inc.",PO Box 560473,Orlando,FL,32856.0,h&s drywall inc,32856,560473
73754,"C & C Concrete Pumping of Orlando, Inc.","C & C Concrete Pumping of Orlando, Inc.",413 Ferguson Drive,Orlando,FL,32805.0,c & c concrete pumping of orlando inc,32805,413
73768,The Blue Gator of Dunnellon,"The Blue Gator of Dunnellon, Inc.",12189 S. Williams St,Dunnellon,FL,34432.0,the blue gator of dunnellon,34432,12189
73772,Creek Side Grill & Lounge,Creek Side Grill & Lounge,4135 Suncoast Blvd,Homosassa,FL,34446.0,creek side grill & lounge,34446,4135
73783,Charles E. Davis,Charles E. Davis,9212 NW County Rd 236,Alachua,FL,32615.0,charles e davis,32615,9212
73803,"Queen's Pizza & Restaurant of Tarpon, Inc.","Queen's Pizza & Restaurant of Tarpon, Inc.",40949 US 19 N.,Tarpon Springs,FL,34689.0,queens pizza & restaurant of tarpon inc,34689,40949
73804,Gates Precast Company,Gate Precast Erection Company,13800 Veteran's Way,Orlando,FL,32827.0,gates precast company,32827,13800
73808,Ledford Farms,"Ledford Farms, Inc.",22825 SW 207 Ave,Homestead,FL,33030.0,ledford farms,33030,22825
73810,"JNJ Growers, Inc.","JNJ Growers, Inc.",11801 SW 200th St,Miami,FL,33187.0,jnj growers inc,33187,11801
73815,"Cepeda, Elvira, FLC","Cepeda, Elvira, FLC",13840 SW 284 Street,Homestead,FL,33033.0,cepeda elvira flc,33033,13840
73817,"Luna, Juan Jose  FLC",Juan Jose Luna Harvesting,13840 SW 284 Street,Homestead,FL,33033.0,luna juan jose  flc,33033,13840
73818,"Sanchez, Maria, FLC","Sanchez, Maria, FLC",2501 S.E. 19th Place,Homestead,FL,33035.0,sanchez maria flc,33035,2501
73820,"Mity Mole, Inc.","Mity Mole, Inc.",3501 NE Washington St,Arcadia,FL,34266.0,mity mole inc,34266,3501
73838,Cipolla's Restaurant & Pizza,J&G Italian Pizza Corp,1633 Taylor Road,Port Orange,FL,32128.0,cipollas restaurant & pizza,32128,1633
73840,First Choice Citrus Inc.,First Choice Citrus Inc.,902 Angle Road,Fort Pierce,FL,34947.0,first choice citrus inc,34947,902
73845,Immesberger Transport Inc.,Immesberger Transport Inc.,809 SE Krueger Parkway,Stuart,FL,34996.0,immesberger transport inc,34996,809
73888,Ruby Tuesday,Ruby Tuesday,1812 State Road 60 E,Valrico,FL,33594.0,ruby tuesday,33594,1812
73916,BT Manufacturing Company LLC,"Bulova Technologies Group, Inc.",4005 Dow Rd,Melbourne,FL,32934.0,bt manufacturing company llc,32934,4005
74015,Amato Cleaners,Guzval Inc.,844 Alton Road,Miami Beach,FL,33139.0,amato cleaners,33139,844
74036,"Stevens Masonry and Concrete, Inc.","Stevens Masonry and Concrete, Inc.",6542 Sherry Lane,Saint Augustine,FL,32095.0,stevens masonry and concrete inc,32095,6542
74043,Lee Construction & Development Corporation,Lee Construction & Development Corporation,765 Peacock Eoad,Defuniak Springs,FL,32433.0,lee construction & development corporation,32433,765
74049,Pro Support LLC,Pro Support LLC,2400 S. Ridgewood Ave Suite  Unit 48,South Daytona,FL,32119.0,pro support llc,32119,2400
74053,Bella Vita Italian Restaurant and Pizzeria,"Tirana, Inc.",220 N Hwy 17/92,Debary,FL,32713.0,bella vita italian restaurant and pizzeria,32713,220
74077,SourceGen Inc.,SourceGen Inc.,"13100 Broxton Bay Dr., Suite 213",Jacksonville,FL,32218.0,sourcegen inc,32218,13100
74090,Statewide Electrical Contractors Inc,Statewide Electrical Contractors Inc,13281 SW  124 Street Suite 11,Miami,FL,33186.0,statewide electrical contractors inc,33186,13281
74121,Oscar's & Sons A/C Inc,Oscar's & Sons A/C Inc,6157 NW 167 ST Suite F-7,Hialeah,FL,33015.0,oscars & sons a/c inc,33015,6157
74122,Aurora Plumbing  Corporation,Aurora Plumbing  Corporation,3527  NW 49th Street (Office),Miami,FL,33142.0,aurora plumbing  corporation,33142,3527
74152,Trojan Labor,Hire Quest LLC,1708 9th St W,Bradenton,FL,34205.0,trojan labor,34205,1708
74192,"Morton Electric, Inc","Morton Electric, Inc",150 Amidon Lane,Orlando,FL,32809.0,morton electric inc,32809,150
74257,"Malphus & Sons, Inc","Malphus & Sons, Inc",1465 Tampa Park Plaza,Tampa,FL,33605.0,malphus & sons inc,33605,1465
74311,The Gardens INC,The Gardens at Margate ALF Inc.,6700 NW 21st Street,Margate,FL,33063.0,the gardens inc,33063,6700
74312,National Marine Suppliers,"National Marine Suppliers, Inc",2800 S.W. 2nd Avenue,Fort Lauderdale,FL,33315.0,national marine suppliers,33315,2800
74328,"TGSV Enterprises, Inc.","TGSV Enterprises, Inc.",1301 West 68 Street,Hialeah,FL,33014.0,tgsv enterprises inc,33014,1301
74330,Triple S Harvesting,"Margarito Martinez, FLC","1826 Matthew Loop, #26",Clewiston,FL,33440.0,triple s harvesting,33440,1826
74366,Regal Grand Lakeside Inn & Suites,One Seasons Inn,910 E. Memorial Blvd.,Lakeland,FL,33801.0,regal grand lakeside inn & suites,33801,910
74390,"Royal Living ALF, Inc","Royal Living ALF, Inc",621 NW 76th Ave,Plantation,FL,33324.0,royal living alf inc,33324,621
74391,"Westbridge ALF, Inc.","Westbridge ALF, Inc.",3142 NW 109th Terrace,Sunrise,FL,33351.0,westbridge alf inc,33351,3142
74393,"Harmony Home, Inc.","Harmony Home, Inc.",11937 NW 31st St,Coral Springs,FL,33065.0,harmony home inc,33065,11937
74406,Care Resource,"Community AIDS Resource, Inc",871 Oakland Park Blvd,Fort Lauderdale,FL,33311.0,care resource,33311,871
74427,Lockheed Martin,Lockheed Martin Corporation,PO Box 9340,Hurlburt Field,FL,32544.0,lockheed martin,32544,9340
74468,Kennedy Wilson Inc,Kennedy-Wilson Florida Management Inc,"6621 South Ponte Drive, North",Jacksonville,FL,32216.0,kennedy wilson inc,32216,6621
74489,Infinity Eye Care Center,Infinity Eye Care Center,4710 N Habana Ave,Tampa,FL,33614.0,infinity eye care center,33614,4710
74512,La Nopalera Mexican Restaurant,"La Nopalera Mexican Restaurant # 14, Inc.",9734 Crosshill Boulevard,Jacksonville,FL,32222.0,la nopalera mexican restaurant,32222,9734
74544,Wireless 4 Less- Corporate office,C & N WIRELESS CORP,2500 N Powerline Rd,Pompano Beach,FL,33069.0,wireless 4 less- corporate office,33069,2500
74545,Inktel Direct Corporation,Inktel Direct,7209 NW 88th Ave,Tamarac,FL,33321.0,inktel direct corporation,33321,7209
74616,VAS Agriculture Supply Inc,VAS Agriculture Supply Inc,P  Box 924891,Homestead,FL,33092.0,vas agriculture supply inc,33092,P  Box 924891
74617,Beachside Seafood,"Jax Beach Seafood Depot, LLC",120 3rd Street South,Jacksonville Beach,FL,32250.0,beachside seafood,32250,120
74639,China Buffet,EXPRESS FOOD LLC.,18690 NW 67 Ave,Miami Lakes,FL,33015.0,china buffet,33015,18690
74659,Hernandez Trucks,Leonardo Hernandez,219 North 7th street,Immokalee,FL,34143.0,hernandez trucks,34143,219
74660,Lauderdale Beach Side Bar,"Shutters on the Ocean, LLC",4660 El Mar Drive,Lauderdale by the Sea,FL,33308.0,lauderdale beach side bar,33308,4660
74670,"Galvan Rentals, Inc",Benbow Village,2740 E. County Road 720,Moore Haven,FL,33471.0,galvan rentals inc,33471,2740
74683,"Sureweld Welding, Inc.","Sureweld Welding, Inc.",3050 West Socrom Loop Road,Lakeland,FL,33810.0,sureweld welding inc,33810,3050
74696,Las Fajitas,"The Octagon Group, Inc.",2298 N Dixie Hwy,Boca Raton,FL,33431.0,las fajitas,33431,2298
74833,Rockland Brick Pavers & Granite,Rockland Brick Pavers & Granite,220 W Brandon Blvd Ste212,Brandon,FL,33511.0,rockland brick pavers & granite,33511,220
74886,Suntec Plumbing Corp,Suntec Plumbing Corp,10840  NW 27 Ave,Miami,FL,33172.0,suntec plumbing corp,33172,10840
74896,"Caretaker's Services, Inc.","Caretaker's Services, Inc.",903 North Monroe St.,Tallahassee,FL,32303.0,caretakers services inc,32303,903
74902,Newport Vacations,"Newport Vacations, LLC.",16701 Collins Avenue,Sunny Isles Beach,FL,33160.0,newport vacations,33160,16701
75005,Grill 54,"Grill 54 - Sheldon, LLC",11935 Sheldon Rd,Tampa,FL,33626.0,grill 54,33626,11935
75006,Ruth's Steakhouse,"Ruth's Steakhouse, Inc.",7409 US Highway 301,Riverview,FL,33578.0,ruths steakhouse,33578,7409
75024,"San-Way Farms, Inc. - AGER","San-Way Farms, Inc.","1003 S. Alexander St, Ste #8",Plant City,FL,33563.0,san-way farms inc - ager,33563,1003
75040,The Gardens Inc.,"The Gardens at Parkwood, ALF",5430 N W 57th Way,Coral Springs,FL,33067.0,the gardens inc,33067,5430
75041,The Gardens Inc.,"The Gardens at Maplewood, ALF",1342 N W 104th Drive,Coral Springs,FL,33071.0,the gardens inc,33071,1342
75042,The Gardens Inc,"The Gardens at Hidden Hammocks, ALF",5182 N W 58th Terrace,Coral Springs,FL,33067.0,the gardens inc,33067,5182
75043,"The Gardens, Inc.","The Gardens at Coral Springs, ALF",2971 N W 95th Avenue,Coral Springs,FL,33065.0,the gardens inc,33065,2971
75076,"Dolce Living Investment Funds II, LLC","Dolce Living Investments, LLC",1920 E. Hallandale Beach Blvd.,Hallandale,FL,33009.0,dolce living investment funds ii llc,33009,1920
75118,Subway # 30264,Laxmi Narayan LLC,2787  N. Tamiami Trail,North Fort Myers,FL,33903.0,subway # 30264,33903,2787
75132,"Orange Blossom Harvesting, Inc","Orange Blossom Harvesting, Inc",3403 S.e. Lovejoy St.,Arcadia,FL,34266.0,orange blossom harvesting inc,34266,3403
75165,Supercuts,Sand Dollar Corporation of California,9960 Southside Blvd  #107,Jacksonville,FL,32256.0,supercuts,32256,9960
75174,Subway #27301,Shree Laxmi Narayan Enterprise LLC,5855 Placida Rd,Englewood,FL,34224.0,subway #27301,34224,5855
75175,Subway # 29431,Laxmi-Bhvan Inc,2931 S McCall Rd,Englewood,FL,34224.0,subway # 29431,34224,2931
75179,"Chetu, Inc","Chetu, Inc.","3350 SW 148th Ave, #204",Miramar,FL,33027.0,chetu inc,33027,3350
75214,"Florida Keys Electric, Inc.","Florida Key Electric, Inc.",5730 Second Avenue,Key West,FL,33040.0,florida keys electric inc,33040,5730
75242,Theator of the Sea,"Theater of the Sea, Inc.",84721 Overseas Highway,Islamorada,FL,33036.0,theator of the sea,33036,84721
75273,"Rodriguez Citrus Harvesting, Inc","Rodriguez Citrus harvesting, Inc.",327 Tangerine Avenue,Labelle,FL,33935.0,rodriguez citrus harvesting inc,33935,327
75292,Professional Car Wash  And Detail,Southern Dreamin' Inc.,490 Mary Esther Cut Off NW,Fort Walton Beach,FL,32548.0,professional car wash  and detail,32548,490
75313,"On Target Security, Inc.","On Target Security, Inc.",c/o Coast Guard Air Station,Opa Locka,FL,33054.0,on target security inc,33054,c/o Coast Guard Air Station
75325,Subway #40143,Laxmi-Bhavan Inc.,375 King's Highway,Port Charlotte,FL,33954.0,subway #40143,33954,375
75326,Subway #48207,Laxmi-Bhavan Inc.,5001 Taylor Rd,Punta Gorda,FL,33950.0,subway #48207,33950,5001
75327,Subway #51606,Laxmi-Bhavan Inc,117 Herald Court,Punta Gorda,FL,33980.0,subway #51606,33980,117
75332,Subway #10858,Laxmi Sita LLC,24123 Peachland Blvd.,Port Charlotte,FL,33954.0,subway #10858,33954,24123
75333,Subway #16653,Laxmi Nivash LLC,1441 Tamiami Trail #623,Port Charlotte,FL,33948.0,subway #16653,33948,1441
75334,Subway #7638,Laxmi Patel Enterprises Inc.,3941 Tamiami Trail #3169,Punta Gorda,FL,33950.0,subway #7638,33950,3941
75335,Subway #33883,Laxmi-Bhavan Inc.,27690 Bermont Rd,Punta Gorda,FL,33982.0,subway #33883,33982,27690
75341,Oakcrest Lounge and Package,"J & L of Pensacola, Inc.",3906 West Fairfield Drive,Pensacola,FL,32505.0,oakcrest lounge and package,32505,3906
75350,Getaway Resorts,"Bueno, Inc.",2930 Biscayne Boulevard,Miami,FL,33137.0,getaway resorts,33137,2930
75389,"CWC Transportation, LLC",CWC Transportation,1093 Shotgun Road,Sunrise,FL,33326.0,cwc transportation llc,33326,1093
75390,"Electraserve, Inc.","Electraserve, Inc.",4051 SW 47 Avenue,Fort Lauderdale,FL,33314.0,electraserve inc,33314,4051
75413,"Delivery Service of Miami Dade Inc., dba Caso","Delivery Service of Miami Dade, Inc. dba Caso","9400 S. Dadeland Blvd, #300",Miami,FL,33156.0,delivery service of miami dade inc dba caso,33156,9400
75439,Coastal Electric Constructors,"Coastal Electric Constructors, Inc.",9515 N Task St,Tampa,FL,33624.0,coastal electric constructors,33624,9515
75469,Loving Care Living,"Loving Care Living, Inc",1504 NW 9th Ave,Gainesville,FL,32601.0,loving care living,32601,1504
75475,International Window Erectors Inc.,International Window Erectors Inc.,9160 SW 56th St.,Cooper City,FL,33328.0,international window erectors inc,33328,9160
75490,Half Time Liquor,Noorani Investments Corp d.b.a.,5805 N 56th St,Tampa,FL,33610.0,half time liquor,33610,5805
75502,Sweet Mama's Island Cusine,"Sweet Mama's Island Cusine, LLC",3560 Tamiami Trl E,Naples,FL,34112.0,sweet mamas island cusine,34112,3560
75509,Ingram Grove Service Inc. (AGER),Ingram Grove Services Inc (AGER),7400 State Rd 544,Winter Haven,FL,33881.0,ingram grove service inc (ager),33881,7400
75523,Southern Land Farm Inc (AgEr),"Southern Land Farm, Inc.",90 NW 15th Street,Homestead,FL,33030.0,southern land farm inc (ager),33030,90
75549,7 Eleven #10386 43rd Ave,Hess Family Enterprise Incorporated,1976 43rd Ave,Vero Beach,FL,32960.0,7 eleven #10386 43rd ave,32960,1976
75572,American Car Rental,"American Car Rental, Inc",2905 McCoy Road,Orlando,FL,32812.0,american car rental,32812,2905
75582,Babel Construction,Babel Construction LLC,4A Viking Drive,Fort Walton Beach,FL,32547.0,babel construction,32547,4A Viking Drive
75611,Marcos Huertas,Marcos Huertas,356 North 5th street,Immokalee,FL,34143.0,marcos huertas,34143,356
75612,Juan Orozco,Juan Orozco,3507 Carson Road Apt 9A,Immokalee,FL,34142.0,juan orozco,34142,3507
75625,"Designer Lifestyles, LLC","Designer Lifestyles, LLC",2220 County Road 210 W  Ste 108-428,Saint Johns,FL,32259.0,designer lifestyles llc,32259,2220
75683,Florida Keys Rental,"P.R Production, Inc.","5800 Overseas Highway, Ste. 17",Marathon,FL,33050.0,florida keys rental,33050,5800
75701,Subway #2231,Laxmi Pooja LLC,1005 W Sugarland Hwy,Clewiston,FL,33440.0,subway #2231,33440,1005
75702,Subway #3155,Laxmi Pooja LLC,940 W. Sugarland Hwy,Clewiston,FL,33440.0,subway #3155,33440,940
75703,Subway #15334,Laxmi Pooja LLC,1001 N US Highway 27 NW,Moore Haven,FL,33471.0,subway #15334,33471,1001
75704,Subway # 7007,Laxmi Pooja #2 LLC,422 NE Park St,Okeechobee,FL,34972.0,subway # 7007,34972,422
75705,Subway # 22510,PSC LLC,10502 Stringfellow Blvd.,Bokeelia,FL,33922.0,subway # 22510,33922,10502
75706,Subway # 23769,"J&K Holdings and Investments, Inc.",817 Vanderbilt Beach Rd.,Naples,FL,34108.0,subway # 23769,34108,817
75707,Subway # 26651,Shree Laxmi Enterprises LLC,13650 Fiddlesticks Blvd. #204,Fort Myers,FL,33912.0,subway # 26651,33912,13650
75708,Subway #28271,Shree Laxmi LLC,8575 Collier Blvd.,Naples,FL,34104.0,subway #28271,34104,8575
75709,Subway # 29632,BDSS Enterprises LLC,3451 Tamiami Trail East,Naples,FL,34112.0,subway # 29632,34112,3451
75712,Subway # 32722,Shree Vishnu LLC,4150 Hancock Bridge Parkway,North Fort Myers,FL,33903.0,subway # 32722,33903,4150
75713,Subway # 41015,C & J Subs LLC,3835 White Lakes Blvd.,Naples,FL,34117.0,subway # 41015,34117,3835
75714,Subway #1126,Laxmi-Bhavan Inc,4901 Palm Beach Blvd.,Fort Myers,FL,33905.0,subway #1126,33905,4901
75715,Subway # 45432,Laxmi-Bhavan Inc.,2059 Altamont Rd #103,Fort Myers,FL,33901.0,subway # 45432,33901,2059
75716,Subway #23235,Jalaram of Naples LLC,12870 tradeway 4 Unit 112,Bonita Springs,FL,34135.0,subway #23235,34135,12870
75717,Subway # 44872,Jalaram of Naples LLC,10347 Bonita Beach Rd.,Bonita Springs,FL,34134.0,subway # 44872,34134,10347
75736,"Leobijldo Tovar, FLC","Leobijildo Tovar, FLC",29900   SW  152nd Ave.,Homestead,FL,33033.0,leobijldo tovar flc,33033,29900
75754,Value Store It,"Value Store It Pompano, LLC",500 S Andrews Ave,Pompano Beach,FL,33069.0,value store it,33069,500
75799,South Garden Restaurant,"Chai & Zeng LLC,","10855 SW 72nd St., #10",Miami,FL,33173.0,south garden restaurant,33173,10855
75840,Emergency Physican Fort Walton Beach,Emergency Providers Group LLC,1000 Mar Walt Drive,Fort Walton Beach,FL,32547.0,emergency physican fort walton beach,32547,1000
75852,AW Baylor Verapanel-Plastering,"AW Baylor Versapanel -Plastering, Inc.",1760 N US Highway 1,Ormond Beach,FL,32174.0,aw baylor verapanel-plastering,32174,1760
75885,Gate Precast Erection Co,Gate Petroleum Company,9540 San Jose Blvd,Jacksonville,FL,32257.0,gate precast erection co,32257,9540
75888,Country Harvest Restaurant,"Country Harvest, Inc.",1285-A Missouri Ave. S.,Clearwater,FL,33759.0,country harvest restaurant,33759,1285-A
75892,Quality Title & Escrow,"Quality Title & Escrow, LLC","1801 Lee Road, Ste. 205",Winter Park,FL,32789.0,quality title & escrow,32789,1801
75895,China Dumpling,OK Naturals Corp,1899 N. Congress Avenue,Boynton Beach,FL,33426.0,china dumpling,33426,1899
75929,AutoCricket.com,Auto Cricket Corporation,155 Blue Heron Boulevard East,Riviera Beach,FL,33404.0,autocricketcom,33404,155
75941,Lunsford Air Conditioning and Heating Contrac,Lunsford Air Conditioning & Heating Inc,4940 Glover Lane,Milton,FL,32570.0,lunsford air conditioning and heating contrac,32570,4940
75949,"Tec Serv, LLC","Tec Serv, LLC","511 SE 5th Ave., #8",Fort Lauderdale,FL,33301.0,tec serv llc,33301,511
75988,"Security Management Innovations, Inc.","Security Management Innovations, Inc.","7955 NW 12 Street, Suite 429",Miami,FL,33126.0,security management innovations inc,33126,7955
76028,"PARC, Inc.","PARC, Inc.",3190 Tyrone Blvd N,Saint Petersburg,FL,33710.0,parc inc,33710,3190
76078,Wasabi Japanese Steakhouse and Sushi Bar,"Wasabi Jacksonville, LLC","10206 River Coast Dr,",Jacksonville,FL,32246.0,wasabi japanese steakhouse and sushi bar,32246,10206
76079,Sakura Japanese Restaurant,"Sakura Japanese Restaurant, Inc.",9472 San Jose Blvd.,Jacksonville,FL,32202.0,sakura japanese restaurant,32202,9472
76080,Ponte Vedra Wellness Center,"Ponte Vedra Wellness Center, Inc.","100 Corridor Road, Suite 220",Ponte Vedra Beach,FL,32082.0,ponte vedra wellness center,32082,100
76081,Quality Sheet Metal,"Quality Sheet Metal, Inc",96 Ives Street,Jacksonville,FL,32204.0,quality sheet metal,32204,96
76082,"Sunworks Solar, Inc.","Sunworks Solar Systems, Inc.",5191 Shawland Road,Jacksonville,FL,32254.0,sunworks solar inc,32254,5191
76084,"Stuart Car Wash and Detail Center, Inc.","Stuart Car Wash and Detail Center, Inc.",1700 S Federal Hwy.,Stuart,FL,34994.0,stuart car wash and detail center inc,34994,1700
76085,Auto Spa,"Tip Top Car Wash, Inc.",1450 N. Military Trail,West Palm Beach,FL,33409.0,auto spa,33409,1450
76109,The Old Florida Fish House,Eastern Lake Restaurant LLC,5235 E. County Hwy. 30 A,Santa Rosa Beach,FL,32459.0,the old florida fish house,32459,5235
76117,PDQ Pizza Inc. dba Domino's Pizza,"PDQ Pizza, Inc.",142 SE 6th Avenue,Delray Beach,FL,33483.0,pdq pizza inc dba dominos pizza,33483,142
76137,Charlie's Grill Sub (Dolphin Mall),"Elba International Investments, Inc",11401 NW 12 Street,Miami,FL,33172.0,charlies grill sub (dolphin mall),33172,11401
76183,Matehuala Masonry,"Matehuala Masonry, Inc.",405 Old Dixie Highway,Apopka,FL,32712.0,matehuala masonry,32712,405
76258,Paul's Kitchen,"Paul's Kitchen, Inc.",116 N 4th Ave,Wauchula,FL,33873.0,pauls kitchen,33873,116
76306,Tropic Cay Beach Resort,"Tropic Cay Merrimac Beach Hotel, Inc.",529 N Fort Lauderdale Beach Blvd,Fort Lauderdale,FL,33304.0,tropic cay beach resort,33304,529
76337,Midwest Transport Inc (MTI),Midwest Transport Inc (MTI),3309 S 50th St.,Tampa,FL,33619.0,midwest transport inc (mti),33619,3309
76339,RYO Tobacco Express,"Elan of Duval County, Inc.",5208 University Boulevard West,Jacksonville,FL,32216.0,ryo tobacco express,32216,5208
76371,Big Pink Restaurant,"Big Pink, Inc.","157 Collins Ave, 2nd Floor",Miami Beach,FL,33139.0,big pink restaurant,33139,157
76373,Prime Italian Restaurant,"Uno Restaurant Associates, Inc.",101 Ocean Drive,Miami Beach,FL,33139.0,prime italian restaurant,33139,101
76378,Cody's Original Roadhouse,"Cody's at Tallahassee, LLC",1926 Capital Circle SW,Tallahassee,FL,32310.0,codys original roadhouse,32310,1926
76451,"Charlie's Grill Sub, (Aventura Mall)",Elba International Aventura,19501 Biscayne Boulevard,Aventura,FL,33180.0,charlies grill sub (aventura mall),33180,19501
76472,Wireless 4 Less- Davie,C & N WIRELESS CORP,3025 Davie Blvd,Davie,FL,33312.0,wireless 4 less- davie,33312,3025
76473,Wireless 4 Less - Atlantic,C & N WIRELESS CORP.,623 East Atlantic Blvd,Pompano Beach,FL,33060.0,wireless 4 less - atlantic,33060,623
76474,"Watson Baled Straw, LLC","Watson Baled Straw, LLC",PO Box 100,Altha,FL,32421.0,watson baled straw llc,32421,100
76475,Wireless 4 Less- Sunrise,C & N WIRELESS CORP.,"2812 N University Drive, Unit 2",Sunrise,FL,33322.0,wireless 4 less- sunrise,33322,2812
76477,Retail Business Development,"Retail Business Development of America, Inc.",1934 Hollywood Blvd #200,Hollywood,FL,33020.0,retail business development,33020,1934
76479,Wireless 4 Less-Supermarket,C & N WIRELESS CORP.,11 NE 3rd St,Pompano Beach,FL,33066.0,wireless 4 less-supermarket,33066,11
76486,Wireless 4 Less- Doral,C & N WIRELESS CORP.,7930 NW 36th St,Doral,FL,33166.0,wireless 4 less- doral,33166,7930
76487,Wireless 4 Less- Bird Road,C & N WIRELESS CORP.,6556 Bird Road,Miami,FL,33155.0,wireless 4 less- bird road,33155,6556
76498,Liberty Processing Corp.,Liberty Processing Corp.,"5991 Chester Circle, #203",Jacksonville,FL,32217.0,liberty processing corp,32217,5991
76604,Discount World Travel,"Discount World Vacations, Inc.",2632 Hollywood Blvd,Hollywood,FL,33020.0,discount world travel,33020,2632
76608,Three Dollar Car Wash and Vacuum,Cleankar Inc.,423 Oakland Park Blvd,Fort Lauderdale,FL,33334.0,three dollar car wash and vacuum,33334,423
76615,Atlantic Animal Hospital,"Atlantic Animal Health, PLC.",1640 Ocean Shore Boulevard,Ormond Beach,FL,32176.0,atlantic animal hospital,32176,1640
76618,"AS Events, Inc.","AS Events, Inc.",28 Broadway Ave.,Kissimmee,FL,34741.0,as events inc,34741,28
76619,North Florida Eye Center,North Florida Eye Center P.A.,410 N. Main Street,Chiefland,FL,32626.0,north florida eye center,32626,410
76622,Commercial Building Maintenance,Commercial Building Maintenance Janitorial of,815 Stockton Street,Jacksonville,FL,32204.0,commercial building maintenance,32204,815
76681,Another Broken Egg Cafe,Another Broken Egg of Florida Inc,979 Hwy 98 E,Destin,FL,32541.0,another broken egg cafe,32541,979
76702,"Pier 98 Marina, Inc.","Pier 98 Marina, Inc.",5904 E Hwy 98,Panama City,FL,32404.0,pier 98 marina inc,32404,5904
76703,"Landscape Systems, Inc.","Landscape Systems, Inc.",1465 Van Arsdale St.,Oviedo,FL,32765.0,landscape systems inc,32765,1465
76745,Endocrine Medicine Associates,Endocrine Medicine Associates,643 N Hwy 231,Panama City,FL,32405.0,endocrine medicine associates,32405,643
76788,Food Glorious Food,"Fat Orange Cat, LLC",1950 Thomasville Rd Ste C,Tallahassee,FL,32303.0,food glorious food,32303,1950
76800,Cell-N-Accessories,"Cekk-N-Accessories, Inc.",824 B Beal Pkwy NW,Fort Walton Beach,FL,32547.0,cell-n-accessories,32547,824
76801,Jordan Valley Restaurant,Jordan Valley Restaurant & Hookah Lounge Inc,201 N New Warrington Road,Pensacola,FL,32506.0,jordan valley restaurant,32506,201
76832,RAMS RPG,"Resource Acquisition Management Services, Inc",412 South Military Trail,Deerfield Beach,FL,33442.0,rams rpg,33442,412
76833,New White Linen,"New White Linen, Inc.",847 W 17 St,Hialeah,FL,33010.0,new white linen,33010,847
76837,Wendy's,"Wen-South Holding, Inc.",13530 S.W. 152 Street,Miami,FL,33177.0,wendys,33177,13530
76845,"Phoenix Senior Living III, Inc.","Phoenix Senior Living III, Inc.",10020 NW 50 Manor,Coral Springs,FL,33076.0,phoenix senior living iii inc,33076,10020
76853,Lazer Carpentry,Lazer Carpentry Inc,5685 English Oaks Lane,Naples,FL,34119.0,lazer carpentry,34119,5685
76887,Subway,"Galo Enterprises, Inc.",1014 Main Street,Chipley,FL,32428.0,subway,32428,1014
